state,date,admission,maskwearing,delphi_samplesize,maskwearing_stderr,symptom,symptoms_stderr
de,2021-11-19,20.4285714,1.1693194,665,0.4051935,1.1693194,0.4051935
fl,2021-11-19,186.1428571,0.9874364,9837.9993,0.1404185,0.9874364,0.1404185
ga,2021-11-19,131.4285714,1.2866265,3914.9629,0.186976,1.2866265,0.186976
hi,2021-11-19,5.8571429,0.6659858,613,0.2884747,0.6659858,0.2884747
ia,2021-11-19,86,1.7567622,2318.7488,0.2918066,1.7567622,0.2918066
id,2021-11-19,34.1428571,2.0547666,1198.8503,0.455991,2.0547666,0.455991
il,2021-11-19,206.1428571,1.5771041,6009.0005,0.2094081,1.5771041,0.2094081
in,2021-11-19,200.5714286,2.2516107,3529.9972,0.2869542,2.2516107,0.2869542
ks,2021-11-19,74.7142857,2.64139,1759.0022,0.4885327,2.64139,0.4885327
ky,2021-11-19,123.8571429,1.5003009,2462.4314,0.3788726,1.5003009,0.3788726
la,2021-11-19,31,1.2572081,1878.1848,0.2576997,1.2572081,0.2576997
ma,2021-11-19,89.5714286,1.5872559,2700.0085,0.2411323,1.5872559,0.2411323
md,2021-11-19,74,0.8606284,2248.9982,0.2354421,0.8606284,0.2354421
me,2021-11-19,32.7142857,2.3296096,1205.2234,0.4316676,2.3296096,0.4316676
mi,2021-11-19,456,2.5276287,7287.0145,0.3010814,2.5276287,0.3010814
mn,2021-11-19,156.4285714,2.0385663,2976.3177,0.2983605,2.0385663,0.2983605
mo,2021-11-19,110.1428571,2.0068299,2879.7905,0.2959126,2.0068299,0.2959126
ms,2021-11-19,17.2857143,1.5004463,1353.0568,0.3012012,1.5004463,0.3012012
mt,2021-11-19,60.8571429,1.9666944,932.8983,0.4853955,1.9666944,0.4853955
nc,2021-11-19,110.7142857,1.0841964,4941.0054,0.172424,1.0841964,0.172424
nd,2021-11-19,26,1.6491328,462.2398,0.5275567,1.6491328,0.5275567
ne,2021-11-19,66.5714286,2.4756003,1239.6729,0.649065,2.4756003,0.649065
nh,2021-11-19,36.2857143,1.4920758,1093.7766,0.307836,1.4920758,0.307836
nj,2021-11-19,108.7142857,0.9996829,3060.9981,0.1863522,0.9996829,0.1863522
nm,2021-11-19,75.2857143,1.3330531,1658.2212,0.3270139,1.3330531,0.3270139
nv,2021-11-19,67.5714286,1.1749059,1228.9914,0.3148285,1.1749059,0.3148285
ny,2021-11-19,319.8571429,1.3555676,7553.0017,0.1535627,1.3555676,0.1535627
oh,2021-11-19,430.7142857,1.9830663,6363.0032,0.1898974,1.9830663,0.1898974
ok,2021-11-19,88.8571429,2.4373759,2270.0564,0.3619348,2.4373759,0.3619348
or,2021-11-19,41.1428571,1.8556126,2548.0244,0.3111564,1.8556126,0.3111564
pa,2021-11-19,368,1.8778036,6884.0042,0.1788687,1.8778036,0.1788687
pr,2021-11-19,3.2857143,,,,,
ri,2021-11-19,11.4285714,1.3273214,557.9915,0.4347203,1.3273214,0.4347203
sc,2021-11-19,51.2857143,1.3114778,2896.0016,0.2279885,1.3114778,0.2279885
sd,2021-11-19,34.8571429,2.4836742,595.0032,0.6520716,2.4836742,0.6520716
tn,2021-11-19,82.1428571,1.5450398,3392.5689,0.245513,1.5450398,0.245513
tx,2021-11-19,338.5714286,1.2490702,9829.9251,0.1245271,1.2490702,0.1245271
ut,2021-11-19,73.5714286,2.2973086,1529.9168,0.3827259,2.2973086,0.3827259
va,2021-11-19,83,1.3989018,4338.87,0.2363906,1.3989018,0.2363906
vi,2021-11-19,0.7142857,,,,,
vt,2021-11-19,10,3.5955381,515.0005,1.201384,3.5955381,1.201384
wa,2021-11-19,74.1428571,1.2889759,4182.9717,0.2111734,1.2889759,0.2111734
wi,2021-11-19,218.2857143,1.8955703,3530.9854,0.2970151,1.8955703,0.2970151
wv,2021-11-19,55.2857143,3.0164913,1316.0534,0.6176327,3.0164913,0.6176327
wy,2021-11-19,22.7142857,1.9137333,436.9358,0.5830402,1.9137333,0.5830402
ak,2021-11-20,11.8571429,1.3187483,496,0.450511,1.3187483,0.450511
al,2021-11-20,38,1.7074369,2241.0515,0.3353696,1.7074369,0.3353696
ar,2021-11-20,46,2.4262726,1613.9199,0.4482564,2.4262726,0.4482564
as,2021-11-20,0,,,,,
az,2021-11-20,273.4285714,2.2475797,3161.2952,0.3422272,2.2475797,0.3422272
ca,2021-11-20,347.8571429,1.1427786,12853.1544,0.1140441,1.1427786,0.1140441
co,2021-11-20,242.5714286,2.2213286,3236.7821,0.3139916,2.2213286,0.3139916
ct,2021-11-20,37.4285714,2.1202622,2032,0.4244703,2.1202622,0.4244703
dc,2021-11-20,6.8571429,0.5872341,229,0.6258201,0.5872341,0.6258201
de,2021-11-20,21.4285714,0.8753442,648,0.3488143,0.8753442,0.3488143
fl,2021-11-20,186.5714286,1.03303,9750.9995,0.1440934,1.03303,0.1440934
ga,2021-11-20,128.5714286,1.3866798,3919.9674,0.2003993,1.3866798,0.2003993
hi,2021-11-20,5,0.9163655,605,0.3805581,0.9163655,0.3805581
ia,2021-11-20,87.2857143,1.9454188,2330.7491,0.3104678,1.9454188,0.3104678
id,2021-11-20,33.8571429,2.1709184,1216.5328,0.4636742,2.1709184,0.4636742
il,2021-11-20,212,1.6454008,5978.0008,0.2258122,1.6454008,0.2258122
in,2021-11-20,206.2857143,2.3745523,3552.9974,0.3425895,2.3745523,0.3425895
ks,2021-11-20,77.1428571,2.3693443,1756.0019,0.4577479,2.3693443,0.4577479
ky,2021-11-20,123.1428571,1.8093413,2467.4353,0.4159687,1.8093413,0.4159687
la,2021-11-20,30.4285714,1.309108,1885.3696,0.2681166,1.309108,0.2681166
ma,2021-11-20,92.8571429,1.5368763,2679.007,0.2347493,1.5368763,0.2347493
md,2021-11-20,73.8571429,0.7528134,2239.9983,0.226001,0.7528134,0.226001
me,2021-11-20,32.2857143,2.0655888,1185.2234,0.4055168,2.0655888,0.4055168
mi,2021-11-20,472.4285714,2.6444503,7401.0142,0.3026302,2.6444503,0.3026302
mn,2021-11-20,158,2.0918481,2946.2214,0.3030863,2.0918481,0.3030863
mo,2021-11-20,113.5714286,1.8084387,2837.7906,0.2774217,1.8084387,0.2774217
ms,2021-11-20,17.2857143,1.7334585,1348.8986,0.3835608,1.7334585,0.3835608
mt,2021-11-20,57.5714286,1.8343232,908.9063,0.5311914,1.8343232,0.5311914
nc,2021-11-20,114.8571429,0.992734,4948.0054,0.1664228,0.992734,0.1664228
nd,2021-11-20,23.5714286,1.5955985,475.2224,0.490523,1.5955985,0.490523
ne,2021-11-20,65.5714286,2.10822,1209.6715,0.56052,2.10822,0.56052
nh,2021-11-20,38.4285714,1.8766684,1121.7766,0.3755383,1.8766684,0.3755383
nj,2021-11-20,110.1428571,1.002188,3060.9982,0.1879086,1.002188,0.1879086
nm,2021-11-20,76.8571429,1.2234264,1672.0622,0.2991171,1.2234264,0.2991171
nv,2021-11-20,66.7142857,1.3650048,1216.2996,0.3409545,1.3650048,0.3409545
ny,2021-11-20,329,1.4439503,7567.0013,0.1785843,1.4439503,0.1785843
oh,2021-11-20,441.7142857,1.9470034,6386.0036,0.1780901,1.9470034,0.1780901
ok,2021-11-20,89.5714286,2.3606867,2239.0568,0.3655084,2.3606867,0.3655084
or,2021-11-20,41.8571429,1.7248742,2541.0208,0.2922298,1.7248742,0.2922298
pa,2021-11-20,376.8571429,1.8165434,6857.0041,0.178563,1.8165434,0.178563
pr,2021-11-20,3.2857143,,,,,
ri,2021-11-20,11.1428571,1.0527189,578.993,0.3533014,1.0527189,0.3533014
sc,2021-11-20,51,1.5854671,2895.0023,0.3107593,1.5854671,0.3107593
sd,2021-11-20,33,2.1813432,606.1013,0.5987003,2.1813432,0.5987003
tn,2021-11-20,85,1.5457412,3409.5536,0.2414226,1.5457412,0.2414226
tx,2021-11-20,340.4285714,1.333973,9876.0246,0.1486682,1.333973,0.1486682
ut,2021-11-20,71.2857143,2.0309277,1532.906,0.3345023,2.0309277,0.3345023
va,2021-11-20,84,1.2113097,4291.0604,0.1953796,1.2113097,0.1953796
vi,2021-11-20,0.5714286,,,,,
vt,2021-11-20,9.8571429,3.4077328,507.0005,1.1984545,3.4077328,1.1984545
wa,2021-11-20,74.8571429,1.3178366,4163.9761,0.21898,1.3178366,0.21898
wi,2021-11-20,221.8571429,1.9647403,3502.985,0.3081732,1.9647403,0.3081732
wv,2021-11-20,57,3.3106181,1337.0535,0.6603752,3.3106181,0.6603752
wy,2021-11-20,22,2.4999058,436.9334,0.8114203,2.4999058,0.8114203
ak,2021-11-21,11.7142857,1.4558036,499,0.4608684,1.4558036,0.4608684
al,2021-11-21,38.1428571,2.1489014,2229.0629,0.3666477,2.1489014,0.3666477
ar,2021-11-21,47.8571429,2.3732664,1593.1058,0.4410407,2.3732664,0.4410407
as,2021-11-21,0,,,,,
az,2021-11-21,273.4285714,2.0708098,3164.5258,0.3439463,2.0708098,0.3439463
ca,2021-11-21,349.4285714,1.1100026,12727.1772,0.1138029,1.1100026,0.1138029
co,2021-11-21,248.1428571,2.5264611,3199.7818,0.3405473,2.5264611,0.3405473
ct,2021-11-21,37.5714286,1.980915,2037,0.4024766,1.980915,0.4024766
dc,2021-11-21,7.1428571,0.5984972,220,0.638815,0.5984972,0.638815
de,2021-11-21,21.7142857,0.8776741,646.0073,0.3768209,0.8776741,0.3768209
fl,2021-11-21,187.7142857,1.1090046,9789.999,0.1687545,1.1090046,0.1687545
ga,2021-11-21,126.8571429,1.1215368,3872.9668,0.1690281,1.1215368,0.1690281
hi,2021-11-21,5.4285714,0.8707857,604,0.3934813,0.8707857,0.3934813
ia,2021-11-21,87.4285714,2.0573155,2322.6082,0.3176077,2.0573155,0.3176077
id,2021-11-21,33,2.1926794,1218.2599,0.4672294,2.1926794,0.4672294
il,2021-11-21,218.8571429,1.6905624,5968.0015,0.2311444,1.6905624,0.2311444
in,2021-11-21,210.4285714,2.3683294,3501.9988,0.3446187,2.3683294,0.3446187
ks,2021-11-21,77.1428571,2.6361357,1757.0017,0.4753409,2.6361357,0.4753409
ky,2021-11-21,118.1428571,1.9810428,2448.1277,0.4558826,1.9810428,0.4558826
la,2021-11-21,29.4285714,1.2601783,1896.1843,0.2604629,1.2601783,0.2604629
ma,2021-11-21,95.2857143,1.5479569,2648.01,0.2422103,1.5479569,0.2422103
md,2021-11-21,77.4285714,0.8176125,2228.9911,0.2193254,0.8176125,0.2193254
me,2021-11-21,31.7142857,1.9044606,1217.2234,0.3625079,1.9044606,0.3625079
mi,2021-11-21,483.1428571,2.6521483,7376.0151,0.2970571,2.6521483,0.2970571
mn,2021-11-21,157.8571429,2.2897671,2982.2624,0.3163878,2.2897671,0.3163878
mo,2021-11-21,118.4285714,1.7429164,2862.8656,0.2620117,1.7429164,0.2620117
ms,2021-11-21,17.4285714,1.7490381,1381.0612,0.3933775,1.7490381,0.3933775
mt,2021-11-21,56.7142857,1.5871226,906.8715,0.4837931,1.5871226,0.4837931
nc,2021-11-21,117.8571429,1.0849323,4903.005,0.1793213,1.0849323,0.1793213
nd,2021-11-21,24.5714286,2.5481274,486.2352,0.8959541,2.5481274,0.8959541
ne,2021-11-21,66.7142857,2.4116691,1170.7218,0.6130647,2.4116691,0.6130647
nh,2021-11-21,41.1428571,2.1930587,1149.7766,0.4279283,2.1930587,0.4279283
nj,2021-11-21,113.4285714,1.0477654,3080.9985,0.1968108,1.0477654,0.1968108
nm,2021-11-21,78.7142857,1.2399435,1662.6452,0.297289,1.2399435,0.297289
nv,2021-11-21,66.8571429,0.9974231,1213.5497,0.2582374,0.9974231,0.2582374
ny,2021-11-21,344,1.4054343,7533.0016,0.1762941,1.4054343,0.1762941
oh,2021-11-21,452.8571429,1.9176768,6407.0042,0.1757853,1.9176768,0.1757853
ok,2021-11-21,91.2857143,2.2497833,2223.0571,0.3605584,2.2497833,0.3605584
or,2021-11-21,41.2857143,1.6951016,2540.0197,0.2840191,1.6951016,0.2840191
pa,2021-11-21,393.8571429,1.9008268,6795.004,0.1862929,1.9008268,0.1862929
pr,2021-11-21,3.2857143,,,,,
ri,2021-11-21,11.5714286,0.8837381,588.99,0.3148702,0.8837381,0.3148702
sc,2021-11-21,50.8571429,1.5259729,2842.0022,0.293307,1.5259729,0.293307
sd,2021-11-21,33.5714286,2.3528815,614.1094,0.6906084,2.3528815,0.6906084
tn,2021-11-21,87.2857143,1.7158288,3420.8615,0.2705615,1.7158288,0.2705615
tx,2021-11-21,345,1.3323107,9802.0194,0.1601216,1.3323107,0.1601216
ut,2021-11-21,70.8571429,2.102298,1480.0986,0.3421838,2.102298,0.3421838
va,2021-11-21,89.7142857,1.2859045,4289.2384,0.1896866,1.2859045,0.1896866
vi,2021-11-21,0.4285714,,,,,
vt,2021-11-21,10.7142857,3.1092277,510.0007,1.0008658,3.1092277,1.0008658
wa,2021-11-21,69.7142857,1.2450691,4127.977,0.205371,1.2450691,0.205371
wi,2021-11-21,227.5714286,1.8228466,3510.9838,0.3019042,1.8228466,0.3019042
wv,2021-11-21,58.4285714,3.0867061,1349.0533,0.6297745,3.0867061,0.6297745
wy,2021-11-21,21.7142857,2.5533061,420.9223,0.8255926,2.5533061,0.8255926
ak,2021-11-22,11.1428571,1.2247586,493,0.4221041,1.2247586,0.4221041
al,2021-11-22,38.1428571,2.1689388,2187.0737,0.3711416,2.1689388,0.3711416
ar,2021-11-22,49.1428571,2.1271039,1541.1061,0.4052776,2.1271039,0.4052776
as,2021-11-22,0,,,,,
az,2021-11-22,282.4285714,1.7521848,3158.5258,0.325087,1.7521848,0.325087
ca,2021-11-22,336,1.1977604,12588.1673,0.1159165,1.1977604,0.1159165
co,2021-11-22,244.7142857,2.4781975,3173.8105,0.3377747,2.4781975,0.3377747
ct,2021-11-22,41.8571429,1.9746885,2072,0.3897634,1.9746885,0.3897634
dc,2021-11-22,7.1428571,0.5963333,219,0.6365804,0.5963333,0.6365804
de,2021-11-22,22.2857143,1.543441,656.0073,0.5421847,1.543441,0.5421847
fl,2021-11-22,185.5714286,1.0812867,9761.9994,0.1450694,1.0812867,0.1450694
ga,2021-11-22,127.2857143,1.2456228,3869.9621,0.1846355,1.2456228,0.1846355
hi,2021-11-22,5.1428571,1.1842893,611,0.4712225,1.1842893,0.4712225
ia,2021-11-22,89.1428571,1.9087083,2297.5277,0.3082965,1.9087083,0.3082965
id,2021-11-22,32.5714286,1.9496395,1190.26,0.4389334,1.9496395,0.4389334
il,2021-11-22,226.8571429,1.6825692,5935.0016,0.2373226,1.6825692,0.2373226
in,2021-11-22,223.8571429,2.4016978,3498.9985,0.3463979,2.4016978,0.3463979
ks,2021-11-22,78.2857143,2.5608475,1779.974,0.4703987,2.5608475,0.4703987
ky,2021-11-22,120.2857143,2.3042818,2432.1257,0.4880503,2.3042818,0.4880503
la,2021-11-22,31.2857143,1.0228597,1913.1841,0.2149852,1.0228597,0.2149852
ma,2021-11-22,95.4285714,1.6366524,2696.01,0.2501101,1.6366524,0.2501101
md,2021-11-22,79.7142857,0.6617397,2166.991,0.1753081,0.6617397,0.1753081
me,2021-11-22,32.8571429,1.6657269,1230.2234,0.3274021,1.6657269,0.3274021
mi,2021-11-22,491.5714286,2.6167207,7413.0148,0.2972617,2.6167207,0.2972617
mn,2021-11-22,156.8571429,2.1628868,3013.2946,0.2771105,2.1628868,0.2771105
mo,2021-11-22,125.2857143,1.7440057,2884.957,0.2643274,1.7440057,0.2643274
ms,2021-11-22,17.7142857,1.8021361,1380.4404,0.4551813,1.8021361,0.4551813
mt,2021-11-22,53.8571429,1.2964844,902.8716,0.366646,1.2964844,0.366646
nc,2021-11-22,119.7142857,1.1175842,4912.005,0.1895291,1.1175842,0.1895291
nd,2021-11-22,26,2.6557084,473.3002,0.9121154,2.6557084,0.9121154
ne,2021-11-22,68.7142857,2.2837442,1213.6765,0.5996663,2.2837442,0.5996663
nh,2021-11-22,42.5714286,2.337112,1123.7766,0.4392269,2.337112,0.4392269
nj,2021-11-22,114.1428571,1.0128651,3068.9986,0.1926915,1.0128651,0.1926915
nm,2021-11-22,77,1.5001927,1632.6195,0.3216039,1.5001927,0.3216039
nv,2021-11-22,68.5714286,0.7927581,1207.5594,0.2231179,0.7927581,0.2231179
ny,2021-11-22,354.5714286,1.4414081,7591.001,0.1786612,1.4414081,0.1786612
oh,2021-11-22,468.4285714,1.9975164,6410.0041,0.184368,1.9975164,0.184368
ok,2021-11-22,90.2857143,1.7901473,2150.1143,0.306263,1.7901473,0.306263
or,2021-11-22,41,1.9340566,2565.0207,0.3155758,1.9340566,0.3155758
pa,2021-11-22,407.2857143,1.9908866,6696.004,0.2018342,1.9908866,0.2018342
pr,2021-11-22,2.4285714,,,,,
ri,2021-11-22,12.5714286,0.5257585,591.99,0.2227227,0.5257585,0.2227227
sc,2021-11-22,49,1.5929989,2833.0024,0.2981562,1.5929989,0.2981562
sd,2021-11-22,32.1428571,2.2744391,587.9817,0.6074727,2.2744391,0.6074727
tn,2021-11-22,89.2857143,1.8334332,3393.8655,0.2858356,1.8334332,0.2858356
tx,2021-11-22,345,1.3145755,9699.0149,0.1555354,1.3145755,0.1555354
ut,2021-11-22,68.7142857,2.0936106,1507.0914,0.3448539,2.0936106,0.3448539
va,2021-11-22,95,1.3099906,4275.4237,0.1917451,1.3099906,0.1917451
vi,2021-11-22,0.4285714,,,,,
vt,2021-11-22,11.4285714,2.3103508,514.0007,0.6587658,2.3103508,0.6587658
wa,2021-11-22,67.5714286,1.2865449,4160.9755,0.2352952,1.2865449,0.2352952
wi,2021-11-22,231,1.6242485,3473.9844,0.2921068,1.6242485,0.2921068
wv,2021-11-22,57,2.6970616,1339.053,0.596163,2.6970616,0.596163
wy,2021-11-22,20.1428571,3.6130955,431.9642,1.353826,3.6130955,1.353826
ak,2021-11-23,11.8571429,0.6619894,498,0.280921,0.6619894,0.280921
al,2021-11-23,38.1428571,2.2859698,2146.0617,0.3730083,2.2859698,0.3730083
ar,2021-11-23,49.4285714,2.1193511,1491.1126,0.4146441,2.1193511,0.4146441
as,2021-11-23,0,,,,,
az,2021-11-23,285.1428571,1.9061526,3177.9941,0.3327266,1.9061526,0.3327266
ca,2021-11-23,338.7142857,1.135968,12563.1011,0.1098798,1.135968,0.1098798
co,2021-11-23,243.7142857,2.097387,3149.8104,0.316849,2.097387,0.316849
ct,2021-11-23,43,2.1124463,2050,0.3978859,2.1124463,0.3978859
dc,2021-11-23,7.1428571,0.7139608,208,0.6593923,0.7139608,0.6593923
de,2021-11-23,21,1.4548897,665.0073,0.5192556,1.4548897,0.5192556
fl,2021-11-23,181.7142857,1.2057253,9717.9991,0.1523172,1.2057253,0.1523172
ga,2021-11-23,124,1.2006808,3772.9673,0.1894356,1.2006808,0.1894356
hi,2021-11-23,5,1.0673405,602,0.4648119,1.0673405,0.4648119
ia,2021-11-23,88.1428571,2.3316284,2268.528,0.3524249,2.3316284,0.3524249
id,2021-11-23,32.4285714,1.793725,1178.2415,0.3969163,1.793725,0.3969163
il,2021-11-23,235.8571429,1.7445816,5927.0017,0.2418348,1.7445816,0.2418348
in,2021-11-23,235.8571429,2.39221,3520.999,0.3497441,2.39221,0.3497441
ks,2021-11-23,81.1428571,2.8721364,1802.003,0.5117489,2.8721364,0.5117489
ky,2021-11-23,123.4285714,2.3146961,2430.8155,0.4201238,2.3146961,0.4201238
la,2021-11-23,30.1428571,1.123191,1923.1841,0.2329171,1.123191,0.2329171
ma,2021-11-23,95.7142857,1.6620348,2692.0115,0.2571438,1.6620348,0.2571438
md,2021-11-23,79,0.661978,2171.9908,0.1758329,0.661978,0.1758329
me,2021-11-23,35.5714286,1.7660095,1247.2234,0.3377566,1.7660095,0.3377566
mi,2021-11-23,500.5714286,2.6322981,7470.9977,0.2992908,2.6322981,0.2992908
mn,2021-11-23,162.1428571,2.0986747,3027.3053,0.2630284,2.0986747,0.2630284
mo,2021-11-23,125.8571429,1.7238386,2882.9506,0.269054,1.7238386,0.269054
ms,2021-11-23,17.7142857,1.722854,1320.759,0.4642436,1.722854,0.4642436
mt,2021-11-23,52.4285714,1.2496002,855.8886,0.3643019,1.2496002,0.3643019
nc,2021-11-23,125.7142857,1.1320477,4844.004,0.183683,1.1320477,0.183683
nd,2021-11-23,26.4285714,2.8690478,467.3317,0.9441724,2.8690478,0.9441724
ne,2021-11-23,65.8571429,2.1043327,1232.2897,0.5946312,2.1043327,0.5946312
nh,2021-11-23,42.4285714,2.4292297,1103.7766,0.476049,2.4292297,0.476049
nj,2021-11-23,115.7142857,0.9168785,3094.9988,0.1844688,0.9168785,0.1844688
nm,2021-11-23,77.5714286,1.7012621,1600.1591,0.3728391,1.7012621,0.3728391
nv,2021-11-23,69.5714286,1.0104333,1189.6256,0.2736999,1.0104333,0.2736999
ny,2021-11-23,360.4285714,1.3678808,7576.0011,0.1746515,1.3678808,0.1746515
oh,2021-11-23,471.5714286,1.9970878,6401.0048,0.188075,1.9970878,0.188075
ok,2021-11-23,89.5714286,1.8036907,2153.1143,0.3054031,1.8036907,0.3054031
or,2021-11-23,41.5714286,1.8491054,2628.0241,0.3101692,1.8491054,0.3101692
pa,2021-11-23,413.8571429,2.0500125,6668.0042,0.2066971,2.0500125,0.2066971
pr,2021-11-23,1.8571429,,,,,
ri,2021-11-23,13.2857143,0.4419176,594.9885,0.2066449,0.4419176,0.2066449
sc,2021-11-23,47.4285714,1.5978484,2807.0028,0.2995572,1.5978484,0.2995572
sd,2021-11-23,32.5714286,2.2206678,596.2915,0.6046841,2.2206678,0.6046841
tn,2021-11-23,89.1428571,2.0372155,3319.1753,0.2978516,2.0372155,0.2978516
tx,2021-11-23,348.2857143,1.2859247,9758.0077,0.154416,1.2859247,0.154416
ut,2021-11-23,68.4285714,1.9933402,1536.0962,0.3305845,1.9933402,0.3305845
va,2021-11-23,95.1428571,1.182941,4177.1784,0.1838144,1.182941,0.1838144
vi,2021-11-23,0.4285714,,,,,
vt,2021-11-23,11.5714286,2.5006144,507.0008,0.6992725,2.5006144,0.6992725
wa,2021-11-23,68.4285714,1.2606898,4161.9727,0.2335633,1.2606898,0.2335633
wi,2021-11-23,233.7142857,2.0076897,3430.0024,0.4171365,2.0076897,0.4171365
wv,2021-11-23,56.1428571,2.7985098,1305.0528,0.6224385,2.7985098,0.6224385
wy,2021-11-23,21.1428571,4.0584762,415.9664,1.4119583,4.0584762,1.4119583
ak,2021-11-24,10.8571429,0.6689253,489,0.2840734,0.6689253,0.2840734
al,2021-11-24,38,2.1786012,2103.0597,0.3137713,2.1786012,0.3137713
ar,2021-11-24,50.5714286,1.8742907,1472.0213,0.3851707,1.8742907,0.3851707
as,2021-11-24,0,,,,,
az,2021-11-24,290.4285714,1.9532069,3183.4946,0.3386829,1.9532069,0.3386829
ca,2021-11-24,336.2857143,1.1089545,12457.1576,0.1084199,1.1089545,0.1084199
co,2021-11-24,237.5714286,1.999005,3124.8082,0.3001761,1.999005,0.3001761
ct,2021-11-24,44.4285714,2.2278617,2017,0.398467,2.2278617,0.398467
dc,2021-11-24,7.2857143,0.8892116,207,0.6830343,0.8892116,0.6830343
de,2021-11-24,21.5714286,1.618146,650.0073,0.5324934,1.618146,0.5324934
fl,2021-11-24,176.1428571,1.1629645,9666.9991,0.1460988,1.1629645,0.1460988
ga,2021-11-24,118.4285714,1.2645025,3655.9697,0.1970859,1.2645025,0.1970859
hi,2021-11-24,5,1.0784923,594,0.4706224,1.0784923,0.4706224
ia,2021-11-24,88.8571429,2.377524,2239.4051,0.358685,2.377524,0.358685
id,2021-11-24,32.5714286,1.8641043,1181.2406,0.4061055,1.8641043,0.4061055
il,2021-11-24,242.1428571,1.6286412,5824.0022,0.2366341,1.6286412,0.2366341
in,2021-11-24,238.8571429,2.1192263,3543.9989,0.3615272,2.1192263,0.3615272
ks,2021-11-24,83.5714286,2.491288,1801.0027,0.4787111,2.491288,0.4787111
ky,2021-11-24,124.2857143,2.5062493,2409.7418,0.4381978,2.5062493,0.4381978
la,2021-11-24,32.1428571,1.1715996,1893.1839,0.2511626,1.1715996,0.2511626
ma,2021-11-24,98.4285714,1.3482057,2683.0105,0.2261883,1.3482057,0.2261883
md,2021-11-24,77.4285714,0.7496755,2192.991,0.1770015,0.7496755,0.1770015
me,2021-11-24,36.8571429,1.623383,1233.4468,0.3262167,1.623383,0.3262167
mi,2021-11-24,492.2857143,2.4123726,7365.0055,0.2355007,2.4123726,0.2355007
mn,2021-11-24,164.4285714,2.052905,3030.2499,0.280696,2.052905,0.280696
mo,2021-11-24,126.2857143,1.8455771,2862.0431,0.2809645,1.8455771,0.2809645
ms,2021-11-24,19.2857143,1.6897005,1279.7697,0.4642377,1.6897005,0.4642377
mt,2021-11-24,50.7142857,1.0612815,828.9068,0.3503383,1.0612815,0.3503383
nc,2021-11-24,125,1.1867858,4790.0037,0.1855701,1.1867858,0.1855701
nd,2021-11-24,28.7142857,3.0692012,469.2335,0.9634824,3.0692012,0.9634824
ne,2021-11-24,64.8571429,1.9999479,1257.3556,0.5155036,1.9999479,0.5155036
nh,2021-11-24,43.7142857,2.5291546,1092.5532,0.5079701,2.5291546,0.5079701
nj,2021-11-24,116,0.9307095,3036.9986,0.1801747,0.9307095,0.1801747
nm,2021-11-24,75.1428571,1.7628239,1581.6294,0.371806,1.7628239,0.371806
nv,2021-11-24,68.4285714,1.1346702,1184.6696,0.3117317,1.1346702,0.3117317
ny,2021-11-24,361.7142857,1.3629467,7476.0009,0.17146,1.3629467,0.17146
oh,2021-11-24,468.7142857,1.9848883,6290.0043,0.1870469,1.9848883,0.1870469
ok,2021-11-24,88.1428571,2.0177896,2094.1137,0.3431658,2.0177896,0.3431658
or,2021-11-24,42.1428571,1.880128,2587.0225,0.3474664,1.880128,0.3474664
pa,2021-11-24,420.4285714,2.0248308,6560.0041,0.2138247,2.0248308,0.2138247
pr,2021-11-24,2.1428571,,,,,
ri,2021-11-24,13.4285714,0.9942606,602.9895,0.5564661,0.9942606,0.5564661
sc,2021-11-24,46.8571429,1.5363754,2802.0025,0.2975336,1.5363754,0.2975336
sd,2021-11-24,32.5714286,1.8294558,581.4643,0.5248588,1.8294558,0.5248588
